0.588000000,0,0.961333333,3.1
1.549333333,0,0.948812500,3.2
2.498145833,0,0.927187500,3.3
3.425333333,0,1.661333333,3.4
5.086666667,1,0.410666667,New Point
5.497333333,0,0.998666667,4.2
6.496000000,0,0.997229167,4.3
7.493229167,0,1.504104167,4.4
8.997333333,1,0.558750000,New Point
9.556083333,0,0.935375000,5.2
10.491458333,0,0.925000000,5.3
11.416458333,0,0.948416667,5.4
12.364875000,0,0.925333333,6.1
13.290208333,0,1.982958333,6.2
15.273166667,0,1.009000000,6.4
16.282166667,0,1.665833333,7.1
17.948000000,1,0.588000000,New Point
18.536000000,0,1.026666667,7.3
19.562666667,0,0.942666667,7.4
20.505333333,0,0.916000000,8.1
21.421333333,0,0.921000000,8.2
22.342333333,0,0.869166667,8.3
23.211500000,0,1.879270833,8.4
25.090770833,0,1.499895833,9.2
26.590666667,1,0.634666667,New Point
27.225333333,0,0.974270833,9.4
28.199604167,0,1.471062500,10.1
29.670666667,1,0.538125000,New Point
30.208791667,0,0.962958333,10.3
31.171750000,0,0.967729167,10.4
32.139479167,0,0.938020833,11.1
33.077500000,0,0.901958333,11.2
33.979458333,0,1.914791667,11.3
35.894250000,0,1.513750000,12.1
37.408000000,1,0.595458333,New Point
38.003458333,0,0.991333333,12.3
38.994791667,0,0.914541667,12.4
39.909333333,0,1.792000000,13.1
41.701333333,1,0.554458333,New Point
42.255791667,0,1.054104167,13.3
43.309895833,0,0.949812500,13.4
44.259708333,0,0.960541667,14.1
45.220250000,0,1.465083333,14.2
46.685333333,1,0.535541667,New Point
47.220875000,0,1.095395833,14.4
48.316270833,0,0.958895833,15.1
49.275166667,0,1.050166667,15.2
50.325333333,0,1.026666667,15.3
51.352000000,0,1.978666667,15.4
53.330666667,0,0.998666667,16.2
54.329333333,0,1.978666667,16.3
56.308000000,1,0.616000000,New Point
56.924000000,0,0.974770833,17.2
57.898770833,0,0.901229167,17.3
58.800000000,0,0.879208333,17.4
59.679208333,0,0.950125000,18.1
60.629333333,0,0.872833333,18.2
61.502166667,0,1.982729167,18.3
63.484895833,0,1.419104167,19.1
64.904000000,1,0.631604167,New Point
65.535604167,0,0.983062500,19.3
66.518666667,0,1.558666667,19.4
68.077333333,1,0.524312500,New Point
68.601645833,0,0.987687500,20.2
69.589333333,0,0.933333333,20.3
70.522666667,0,0.932666667,20.4
71.455333333,0,0.899791667,21.1
72.355125000,0,1.932041667,21.2
74.287166667,0,2.572833333,21.4
76.860000000,0,0.000020833,22.3
